cannot open /u/scratch/n/nikodm/pmcOA/Adv_Appl_Bioinforma_Chem/PMC3169933.nxml , skipping..
cannot open /u/scratch/n/nikodm/pmcOA/Adv_Appl_Bioinforma_Chem/PMC3169936.nxml , skipping..
cannot open /u/scratch/n/nikodm/pmcOA/Adv_Appl_Bioinforma_Chem/PMC3169945.nxml , skipping..
cannot open /u/scratch/n/nikodm/pmcOA/Adv_Appl_Bioinform_Chem/PMC3810201.nxml , skipping..
cannot open /u/scratch/n/nikodm/pmcOA/Adv_Appl_Bioinform_Chem/PMC5391158.nxml , skipping..
publication | /u/scratch/n/nikodm/pmcOA/Adv_Bioinformatics/PMC2775695.nxml
given-names | Dharmesh D.
surname | Lyu
given-names | Ruqian
surname | Horan
given-names | Kristy
surname | Cursons
given-names | Joseph
surname | Davis
given-names | Melissa J.
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6223087.nxml
surname | Dimitrakopoulou
given-names | Konstantina
surname | Wik
given-names | Elisabeth
surname | Akslen
given-names | Lars A.
surname | Jonassen
given-names | Inge
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6234607.nxml
surname | Baccarella
given-names | Alyssa
surname | Williams
given-names | Claire R.
surname | Parrish
given-names | Jay Z.
surname | Kim
given-names | Charles C.
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6236906.nxml
surname | Choo-Wosoba
given-names | Hyoyoung
surname | Albert
given-names | Paul S.
surname | Zhu
given-names | Bin
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6245503.nxml
surname | Knight
given-names | V. Bleu
surname | Serrano
given-names | Elba E.
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6245506.nxml
surname | Seoane
given-names | Pedro
surname | Espigares
given-names | Marina
surname | Carmona
given-names | Rosario
surname | Polonio
given-names | Álvaro
surname | Quintana
given-names | Julia
surname | Cretazzo
given-names | Enrico
surname | Bota
given-names | Josefina
surname | Pérez-García
given-names | Alejandro
surname | Dios Alché
given-names | Juan de
surname | Gómez
given-names | Luis
surname | Claros
given-names | M. Gonzalo
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6245711.nxml
surname | Bian
given-names | Xiaopeng
surname | Zhu
given-names | Bin
surname | Wang
given-names | Mingyi
surname | Hu
given-names | Ying
surname | Chen
given-names | Qingrong
surname | Nguyen
given-names | Cu
surname | Hicks
given-names | Belynda
surname | Meerzaman
given-names | Daoud
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6245819.nxml
surname | Gorlov
given-names | Ivan P.
surname | Pikielny
given-names | Claudio W.
surname | Frost
given-names | Hildreth R.
surname | Her
given-names | Stephanie C.
surname | Cole
given-names | Michael D.
surname | Strohbehn
given-names | Samuel D.
surname | Wallace-Bradley
given-names | David
surname | Kimmel
given-names | Marek
surname | Gorlova
given-names | Olga Y.
surname | Amos
given-names | Christopher I.
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6247705.nxml
surname | Denti
given-names | Luca
surname | Rizzi
given-names | Raffaella
surname | Beretta
given-names | Stefano
surname | Vedova
given-names | Gianluca Della
surname | Previtali
given-names | Marco
surname | Bonizzoni
given-names | Paola
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6249767.nxml
surname | Li
given-names | Yi
surname | Liu
given-names | Xiaoyu
surname | Ma
given-names | Yanyun
surname | Wang
given-names | Yi
surname | Zhou
given-names | Weichen
surname | Hao
given-names | Meng
surname | Yuan
given-names | Zhenghong
surname | Liu
given-names | Jie
surname | Xiong
given-names | Momiao
surname | Shugart
given-names | Yin Yao
surname | Wang
given-names | Jiucun
surname | Jin
given-names | Li
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6251179.nxml
surname | Lai
given-names | Yi-Pin
surname | Ioerger
given-names | Thomas R.
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6258448.nxml
surname | Guilhamon
given-names | Paul
surname | Lupien
given-names | Mathieu
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6266930.nxml
surname | Sperlea
given-names | Theodor
surname | Füser
given-names | Stefan
surname | Boenigk
given-names | Jens
surname | Heider
given-names | Dominik
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6266932.nxml
surname | Ambrosino
given-names | Luca
surname | Ruggieri
given-names | Valentino
surname | Bostan
given-names | Hamed
surname | Miralto
given-names | Marco
surname | Vitulo
given-names | Nicola
surname | Zouine
given-names | Mohamed
surname | Barone
given-names | Amalia
surname | Bouzayen
given-names | Mondher
surname | Frusciante
given-names | Luigi
surname | Pezzotti
given-names | Mario
surname | Valle
given-names | Giorgio
surname | Chiusano
given-names | Maria Luisa
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6266954.nxml
surname | Fiannaca
given-names | Antonino
surname | La Rosa
given-names | Massimo
surname | La Paglia
given-names | Laura
surname | Urso
given-names | Alfonso
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6266956.nxml
surname | Fiscon
given-names | Giulia
surname | Conte
given-names | Federica
surname | Paci
given-names | Paola
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6267036.nxml
surname | Roach
given-names | Michael J.
surname | Schmidt
given-names | Simon A.
surname | Borneman
given-names | Anthony R.
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6278053.nxml
surname | Ren
given-names | Yuanfang
surname | Ay
given-names | Ahmet
surname | Kahveci
given-names | Tamer
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6284311.nxml
surname | Zahariev
given-names | Manuel
surname | Chen
given-names | Wen
surname | Visagie
given-names | Cobus M.
surname | Lévesque
given-names | C. André
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6288881.nxml
surname | Soe
given-names | Seokjun
surname | Park
given-names | Yoonjae
surname | Chae
given-names | Heejoon
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6291943.nxml
surname | Musacchia
given-names | F.
surname | Ciolfi
given-names | A.
surname | Mutarelli
given-names | M.
surname | Bruselles
given-names | A.
surname | Castello
given-names | R.
surname | Pinelli
given-names | M.
surname | Basu
given-names | S.
surname | Banfi
given-names | S.
surname | Casari
given-names | G.
surname | Tartaglia
given-names | M.
surname | Nigro
given-names | V.
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6292049.nxml
surname | Li
given-names | Qian
surname | Noel-MacDonnell
given-names | Janelle R.
surname | Koestler
given-names | Devin C.
surname | Goode
given-names | Ellen L.
surname | Fridley
given-names | Brooke L.
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6292115.nxml
surname | Frost
given-names | H. Robert
surname | Amos
given-names | Christopher I.
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6296024.nxml
surname | Salleh
given-names | S. M.
surname | Mazzoni
given-names | G.
surname | Løvendahl
given-names | P.
surname | Kadarmideen
given-names | H. N.
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6296065.nxml
surname | Hao
given-names | Jie
surname | Kim
given-names | Youngsoon
surname | Kim
given-names | Tae-Kyung
surname | Kang
given-names | Mingon
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6296107.nxml
surname | Jia
given-names | Xingang
surname | Han
given-names | Qiuhong
surname | Lu
given-names | Zuhong
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6299935.nxml
surname | Ge
given-names | Steven Xijin
surname | Son
given-names | Eun Wo
surname | Yao
given-names | Runan
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6300029.nxml
surname | Ehsani
given-names | Rezvan
surname | Drabløs
given-names | Finn
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6302368.nxml
surname | Tran
given-names | Nhat
surname | Abhyankar
given-names | Vinay
surname | Nguyen
given-names | KyTai
surname | Weidanz
given-names | Jon
surname | Gao
given-names | Jean
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6302377.nxml
surname | Fischer
given-names | Will
surname | Moudgalya
given-names | Sanketh S.
surname | Cohn
given-names | Judith D.
surname | Nguyen
given-names | Nga T. T.
surname | Kenyon
given-names | Garrett T.
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6303932.nxml
surname | Rush
given-names | Stephen T. A.
surname | Repsilber
given-names | Dirk
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6303941.nxml
surname | Xu
given-names | Jingting
surname | Liu
given-names | Shimeng
surname | Yin
given-names | Ping
surname | Bulun
given-names | Serdar
surname | Dai
given-names | Yang
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6307164.nxml
surname | Zhao
given-names | Dejian
surname | Zheng
given-names | Deyou
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6309061.nxml
surname | Shen
given-names | Junhui
surname | Vasaikar
given-names | Suhas
surname | Zhang
given-names | Bing
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6309067.nxml
surname | Khan
given-names | Atlas
surname | Liu
given-names | Qian
surname | Wang
given-names | Kai
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6309076.nxml
surname | He
given-names | Yong
surname | Ji
given-names | Jiadong
surname | Xie
given-names | Lei
surname | Zhang
given-names | Xinsheng
surname | Xue
given-names | Fuzhong
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6311916.nxml
surname | Xu
given-names | Taosheng
surname | Su
given-names | Ning
surname | Liu
given-names | Lin
surname | Zhang
given-names | Junpeng
surname | Wang
given-names | Hongqiang
surname | Zhang
given-names | Weijia
surname | Gui
given-names | Jie
surname | Yu
given-names | Kui
surname | Li
given-names | Jiuyong
surname | Le
given-names | Thuc Duy
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6311929.nxml
surname | Zhang
given-names | Weijia
surname | Le
given-names | Thuc Duy
surname | Liu
given-names | Lin
surname | Li
given-names | Jiuyong
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6318855.nxml
surname | Chen
given-names | Chia-Ying
surname | Chuang
given-names | Trees-Juen
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6318921.nxml
surname | Ruan
given-names | Jun
surname | Liu
given-names | Zhen
surname | Sun
given-names | Ming
surname | Wang
given-names | Yue
surname | Yue
given-names | Junqiu
surname | Yu
given-names | Guoqiang
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6323748.nxml
surname | Zhang
given-names | Minzhe
surname | Wang
given-names | Tao
surname | Sirianni
given-names | Rosa
surname | Shaul
given-names | Philip W.
surname | Xie
given-names | Yang
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6323790.nxml
surname | Rallapalli
given-names | Ghanasyam
surname | Corredor-Moreno
given-names | Pilar
surname | Chalstrey
given-names | Edward
surname | Page
given-names | Martin
surname | MacLean
given-names | Daniel
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6327440.nxml
surname | Siangphoe
given-names | Uma
surname | Archer
given-names | Kellie J.
surname | Mukhopadhyay
given-names | Nitai D.
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6327589.nxml
surname | Jendoubi
given-names | Takoua
surname | Strimmer
given-names | Korbinian
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6334396.nxml
surname | Wang
given-names | Meng
surname | Kong
given-names | Lei
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6337828.nxml
surname | Tambe
given-names | Akshay
surname | Pachter
given-names | Lior
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6339299.nxml
surname | Wang
given-names | Tianyu
surname | Li
given-names | Boyang
surname | Nelson
given-names | Craig E.
surname | Nabavi
given-names | Sheida
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6343306.nxml
surname | Zhou
given-names | Qiangwei
surname | Lim
given-names | Jing-Quan
surname | Sung
given-names | Wing-Kin
surname | Li
given-names | Guoliang
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6343335.nxml
surname | Shean
given-names | Ryan C.
surname | Makhsous
given-names | Negar
surname | Stoddard
given-names | Graham D.
surname | Lin
given-names | Michelle J.
surname | Greninger
given-names | Alexander L.
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6345043.nxml
surname | Hadadian Nejad Yousefi
given-names | Mostafa
surname | Goudarzi
given-names | Maziar
surname | Motahari
given-names | Seyed Abolfazl
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6348648.nxml
surname | Moretto
given-names | Marco
surname | Sonego
given-names | Paolo
surname | Villaseñor-Altamirano
given-names | Ana B.
surname | Engelen
given-names | Kristof
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6350380.nxml
surname | Voigt
given-names | André
surname | Almaas
given-names | Eivind
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6362582.nxml
surname | Kuzmin
given-names | Dmitry A.
surname | Feranchuk
given-names | Sergey I.
surname | Sharov
given-names | Vadim V.
surname | Cybin
given-names | Alexander N.
surname | Makolov
given-names | Stepan V.
surname | Putintseva
given-names | Yuliya A.
surname | Oreshkova
given-names | Natalya V.
surname | Krutovsky
given-names | Konstantin V.
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6364436.nxml
surname | Yao
given-names | Yao
surname | Liu
given-names | Zheng
surname | Wei
given-names | Qi
surname | Ramsey
given-names | Stephen A.
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6366102.nxml
surname | Borisov
given-names | Nicolas
surname | Shabalina
given-names | Irina
surname | Tkachev
given-names | Victor
surname | Sorokin
given-names | Maxim
surname | Garazha
given-names | Andrew
surname | Pulin
given-names | Andrey
surname | Eremin
given-names | Ilya I.
surname | Buzdin
given-names | Anton
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6367773.nxml
surname | Xiao
given-names | Qiu
surname | Luo
given-names | Jiawei
surname | Liang
given-names | Cheng
surname | Cai
given-names | Jie
surname | Li
given-names | Guanghui
surname | Cao
given-names | Buwen
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6368709.nxml
surname | Yao
given-names | Jin
surname | Hurle
given-names | Mark R.
surname | Nelson
given-names | Matthew R.
surname | Agarwal
given-names | Pankaj
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6380029.nxml
surname | Kuznetsova
given-names | Irina
surname | Lugmayr
given-names | Artur
surname | Siira
given-names | Stefan J.
surname | Rackham
given-names | Oliver
surname | Filipovska
given-names | Aleksandra
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6380061.nxml
surname | Zhou
given-names | Xiong-Hui
surname | Chu
given-names | Xin-Yi
surname | Xue
given-names | Gang
surname | Xiong
given-names | Jiang-Hui
surname | Zhang
given-names | Hong-Yu
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6381749.nxml
surname | Fan
given-names | Xiao-Nan
surname | Zhang
given-names | Shao-Wu
surname | Zhang
given-names | Song-Yao
surname | Zhu
given-names | Kunju
surname | Lu
given-names | Songjian
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6383233.nxml
surname | Joo
given-names | Taewoon
surname | Choi
given-names | Ji-Hye
surname | Lee
given-names | Ji-Hye
surname | Park
given-names | So Eun
surname | Jeon
given-names | Youngsic
surname | Jung
given-names | Sae Hoon
surname | Woo
given-names | Hyun Goo
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6389035.nxml
surname | Yang
given-names | In Seok
surname | Kim
given-names | Sangwoo
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6389230.nxml
surname | Yan
given-names | Kang K.
surname | Zhao
given-names | Hongyu
surname | Pang
given-names | Herbert
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6390332.nxml
surname | Mansoori
given-names | Fatemeh
surname | Rahgozar
given-names | Maseud
surname | Kavousi
given-names | Kaveh
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6391807.nxml
surname | Tang
given-names | Zaixiang
surname | Lei
given-names | Shufeng
surname | Zhang
given-names | Xinyan
surname | Yi
given-names | Zixuan
surname | Guo
given-names | Boyi
surname | Chen
given-names | Jake Y.
surname | Shen
given-names | Yueping
surname | Yi
given-names | Nengjun
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6394085.nxml
surname | Di Nanni
given-names | Noemi
surname | Moscatelli
given-names | Marco
surname | Gnocchi
given-names | Matteo
surname | Milanesi
given-names | Luciano
surname | Mosca
given-names | Ettore
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6399874.nxml
surname | Price
given-names | Adam
surname | Caciula
given-names | Adrian
surname | Guo
given-names | Cheng
surname | Lee
given-names | Bohyun
surname | Morrison
given-names | Juliet
surname | Rasmussen
given-names | Angela
surname | Lipkin
given-names | W. Ian
surname | Jain
given-names | Komal
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6404334.nxml
surname | Stamm
given-names | Karl
surname | Tomita-Mitchell
given-names | Aoy
surname | Bozdag
given-names | Serdar
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6407284.nxml
surname | Di Salvo
given-names | Marco
surname | Puccio
given-names | Simone
surname | Peano
given-names | Clelia
surname | Lacour
given-names | Stephan
surname | Alifano
given-names | Pietro
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6417009.nxml
surname | Zhang
given-names | Qingchen
surname | Zhang
given-names | Lu
surname | Zhou
given-names | Chen
surname | Yang
given-names | Yiyan
surname | Yin
given-names | Zuojing
surname | Wu
given-names | Dingfeng
surname | Tang
given-names | Kailin
surname | Cao
given-names | Zhiwei
publication | /u/scratch/n/nikodm/pmcOA/BMC_Bioinformatics/PMC6419539.nxml
surname | Roy
given-names | Sujoy
surname | Zaman
given-names | Kazi I.
surname | Williams
